# v0.4.14 baseline sweep, N=5000, per-molecule extract.
# The full run is 261 MB (20 MB individual_reports + 42 MB structures) and gitignored.
# This is the REUSABLE CORE: it re-derives the bucket table, the key_equal sub-split,
# and the runtime percentiles without the raw run. elapsed_s is the NESTED field.
molecule	status	tier_passed	bucket_honest	subclass_honest	bucket_scored	subclass_scored	elapsed_s	len_oin_in	len_oin_out_indep
ABAZIO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.52	85	85
ABEVEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.79	81	81
ABIFEZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.22	80	80
ABIQUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.47	82	82
ABOPOY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.67	94	94
ABOWAQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.80	146	146
ABOZEW_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	3.30	106	76
ABUYAX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.50	77	77
ACAXIO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.08	108	108
ACEPUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.83	76	76
ACINIM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.50	62	62
ACOWUM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.81	102	102
ACOXEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.46	96	96
ACUWUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.36	128	128
ACUYUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.01	72	72
ADABIT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	13.80	84	84
ADACEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.53	83	83
ADANEB_comp_0	success	UFF_1	facmer_divergent	-	byte_exact	-	25.78	92	83
ADEKUS_comp_4	success	UFF_1	byte_exact	-	byte_exact	-	1.16	40	40
ADEVIQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.04	84	84
ADEZOY_comp_0	success	UFF_1	structural	-	byte_exact	-	164.50	164	139
ADIRIP_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	3.20	89	89
ADOWOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.11	110	110
ADUMER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.61	137	137
ADUNEU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.46	63	63
ADUPAS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.58	102	102
AFADOC_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	38.68	129	129
AFAMIF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.93	80	80
AFIHEC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.66	89	89
AFIJII_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.01	71	71
AFIROW_comp_0	success	UFF_1	hard_fail	-	byte_exact	-	19.53	122	0
AFOJEN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.48	66	66
AFUZAE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.08	108	108
AGAVIQ_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	4.11	81	81
AGELIJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.00	120	120
AGELOP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.27	93	93
AGIKUW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	30.58	161	161
AGISER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.47	94	94
AGOBUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.80	99	99
AGOCEF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.32	96	96
AGUBOT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.40	91	91
AGULIX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.13	74	74
AHAQUX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	10.47	100	100
AHAZOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	11.13	92	92
AHEBEV_comp_0	success	UFF_1	structural	-	byte_exact	-	25.41	106	97
AHETIS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.69	69	69
AHEVAM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.29	80	80
AHEVIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.59	71	71
AHIGED_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.79	94	94
AHOGOU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	76	76
AHUKIZ_comp_0	success	UFF_1	structural	-	byte_exact	-	88.31	107	91
AJAZIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.57	83	83
AJIDIH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.90	94	94
AJIDUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.12	134	134
AJIFAA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.28	52	52
AJIJUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	18.24	119	119
AJIXUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.82	90	90
AJODEI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.38	102	102
AJOKIV_comp_0	success	UFF_1	structural	-	byte_exact	-	43.07	136	96
AJUTUW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.00	109	109
AKEGUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.90	118	118
AKOXII_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	22.60	109	109
AKOZIK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.35	102	102
AKUKOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.52	126	126
AKUMAV_comp_0	failed	-	hard_fail	-	hard_fail	-	324.18	131	120
AKUZIR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.98	124	124
ALAJON_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.07	67	67
ALAMIL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.69	79	79
ALAVOY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.00	87	87
ALAXEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.58	104	104
ALAXES_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.56	89	89
ALEHOQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.49	122	122
ALEMOT_comp_0	failed	-	hard_fail	-	hard_fail	-	51.00	98	98
ALITEU_comp_0	failed	-	hard_fail	-	hard_fail	-	300.12	283	0
ALITUM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.69	89	89
ALIWOJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.02	78	78
AMAROX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.92	72	72
AMAXOB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.34	84	84
AMEDAY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.62	222	222
AMETUI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.30	70	70
AMEWIY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	27.42	111	111
AMUKEZ_comp_0	failed	-	hard_fail	-	hard_fail	-	361.48	125	106
AMUYOY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.09	86	86
APAGOO_comp_0	success	UFF_1	structural	-	byte_exact	-	35.47	75	68
APOFIW_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	2.89	94	94
APOFOC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.32	110	110
APOTOO_comp_0	success	UFF_1	structural	-	byte_exact	-	21.72	96	74
APOVOS_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	9.98	91	91
APUTOW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.90	67	67
APUXOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.63	89	89
APUYIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.56	82	82
AQAVIZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.46	84	84
AQENAN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	13.94	95	95
AQENIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	19.40	93	93
AQESUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.83	108	108
AQICUZ_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	16.07	109	100
AQIFOX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.95	70	70
AQUMII_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.25	108	108
ARAFUW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.39	92	92
AREKUE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.08	78	78
ARIYUV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.57	83	83
AROGIZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.22	86	86
AROGUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.72	88	88
AROKUP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.23	124	124
AROTAE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	16.16	160	160
ARUGAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.31	110	110
ARUGIE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.44	110	110
ARUROV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.85	120	120
ASEGUB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.89	63	63
ASOTAF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.04	76	76
ASULOR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.04	85	85
ASUTIR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.12	108	108
ATAGUZ_comp_0	failed	-	hard_fail	-	hard_fail	-	1.19	108	0
ATAGUZ_comp_2	failed	-	hard_fail	-	hard_fail	-	1.01	108	0
ATASUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.98	65	65
ATEFEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	68	68
ATIDAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.26	80	80
ATOSAD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.23	85	85
AVAMIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.39	84	84
AVAMOA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	12.24	85	85
AVAVEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.22	159	159
AVIJIZ_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	1.91	67	67
AVILAU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.79	103	103
AVOZIW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.57	84	84
AWOGAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.49	106	106
AWORUZ_comp_0	failed	-	byte_exact	-	structural	-	431.90	87	87
AXEJAP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	14.37	101	101
AXESAY_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	4.32	117	117
AXITIK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.15	98	98
AXOBUK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.99	54	54
AXOGOL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.73	56	56
AYIKEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.66	60	60
AYIXOW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.20	75	75
AYOBAS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.83	106	106
AYOBIA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.91	110	110
AYOSOY_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	17.82	140	140
AYOVUH_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	17.73	108	108
AYOYES_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.33	89	89
AZAPEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.97	138	138
AZAPUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.37	79	79
AZIFEW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.55	57	57
AZIKID_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.88	100	100
AZIQUW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.67	100	100
AZOCOI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.99	125	125
AZOGIF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.89	81	81
AZUQAN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.86	121	121
BABPIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.28	102	102
BABQUR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.21	84	84
BADPOO_comp_0	success	UFF_1	structural	-	byte_exact	-	27.61	97	84
BADPUU_comp_0	success	UFF_1	structural	-	byte_exact	-	26.82	95	82
BAFMED_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.27	40	40
BAGYAM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	75	75
BAHFUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.81	75	75
BAHGAV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.59	69	69
BAHGOJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.02	73	73
BAJBAS_comp_0	success	UFF_1	structural	-	byte_exact	-	126.51	137	121
BAJMIK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.87	73	73
BAJZER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.56	117	117
BAKGOM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.07	93	93
BAKZEU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.86	75	75
BALTOY_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	16.79	97	94
BAQFIJ_comp_0	failed	-	hard_fail	-	hard_fail	-	262.90	86	0
BARRES_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	1.90	89	71
BARVAU_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	2.44	97	97
BARVUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.30	126	126
BATDOS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.10	112	112
BATQAP_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	5.88	160	160
BATTIB_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.66	62	62
BAVJUF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.04	126	126
BAVKAM_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	3.34	127	127
BAWKER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.12	84	84
BAWMIX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.87	121	121
BAWRIC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.13	194	194
BAWSID_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.66	96	96
BAXMEU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.70	92	92
BAXWUS_comp_0	failed	-	hard_fail	-	hard_fail	-	19.55	85	76
BAYCAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.14	98	98
BAYKOD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.11	98	98
BAYVAZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.31	127	127
BAZMEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.57	85	85
BAZYEG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.28	79	79
BAZZEG_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	2.05	75	69
BEBJAW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.93	107	107
BEBZAL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.25	86	86
BEDLII_comp_0	success	UFF_1	structural	-	byte_exact	-	160.82	193	206
BEDLUT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.78	88	88
BEFNIJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.61	108	108
BEGXOC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.11	112	112
BEKHIK_comp_0	success	UFF_1	structural	-	byte_exact	-	28.52	98	95
BEKLUA_comp_0	failed	-	hard_fail	-	hard_fail	-	0.99	174	0
BEKTES_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.69	57	57
BELWEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.20	80	80
BELYUP_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	3.01	81	81
BENVOG_comp_0	failed	-	encode_fail	-	encode_fail	-	300.47	0	0
BENVOH_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	9.95	111	111
BEPJOW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	22.36	130	130
BEPSUN_comp_0	success	UFF_1	structural	-	byte_exact	-	17.72	84	68
BEQQUM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	10.00	107	107
BERHEO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.18	104	104
BERZAC_comp_0	success	UFF_1	structural	-	byte_exact	-	30.36	94	67
BESHAJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.70	74	74
BESHEN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.47	64	64
BESTOJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.32	83	83
BESYEG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.54	77	77
BETKUI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.80	97	97
BETLOE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.85	135	135
BEVDEN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.43	54	54
BEVNOH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.55	47	47
BEWPIE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.29	92	92
BEWRIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.91	97	97
BEWSUT_comp_0	failed	-	hard_fail	-	hard_fail	-	346.29	122	92
BEZCAN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.94	68	68
BEZGAR_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.87	114	114
BEZMUP_comp_1	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	11.10	135	108
BIBDAS_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	13.18	102	102
BIBKUU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.50	91	91
BIBPIM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.73	75	75
BIBYOD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.90	49	49
BICWER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.71	84	84
BICZUK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.65	100	100
BIDBAT_comp_0	success	UFF_1	key_equal	rdkit_canonical	byte_exact	-	6.01	99	84
BIDBEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.83	95	95
BIDQOV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.04	135	135
BIDXOD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.29	100	100
BIFDAX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.88	101	101
BIJHUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.61	96	96
BIJJAG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.54	77	77
BIJJUA_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.92	83	83
BIKLAK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.39	82	82
BIKROD_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.21	99	99
BIKRUL_comp_0	success	UFF_1	structural	-	byte_exact	-	44.73	108	77
BIKWUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.47	157	157
BIMDOQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.46	47	47
BIMHAH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.65	61	61
BINCOT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.27	76	76
BINHAK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.79	78	78
BINMAO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.83	103	103
BISLUN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.24	106	106
BISWIM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.38	101	101
BITREE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	31.27	107	107
BIVYEL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.16	95	95
BIWDER_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.48	95	95
BIWPOP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.65	62	62
BIXCAN_comp_0	success	UFF_1	structural	-	byte_exact	-	11.79	64	48
BIXROS_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.03	60	60
BIXRUY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.73	66	66
BIXTOU_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	3.29	84	84
BIYCET_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.67	99	99
BIYCIX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.97	104	104
BIYJAX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.64	83	83
BIZJIF_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.78	58	58
BIZYIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.60	68	68
BOCGEH_comp_0	success	UFF_1	structural	-	byte_exact	-	19.68	107	67
BOCHIM_comp_0	success	UFF_1	structural	-	byte_exact	-	10.75	85	50
BOCKOU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.74	60	60
BOCPEP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.66	70	70
BOCPOZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.27	81	81
BOCQUI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.24	73	73
BOCYEA_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	2.09	101	101
BODBAY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	17.64	97	97
BODBAY_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	16.36	97	97
BODBIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	10.95	79	79
BODBOM_comp_0	success	UFF_1	facmer_divergent	-	byte_exact	-	21.43	79	73
BODCAZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.23	95	95
BODPAM_comp_0	success	UFF_1	structural	-	byte_exact	-	10.93	108	112
BODPEQ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.04	106	106
BODTUL_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.77	79	79
BOFLIT_comp_1	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	2.35	75	75
BOFNOC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.52	57	57
BOHHOY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.44	112	112
BOHLIV_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.26	118	118
BOJJOA_comp_1	success	UFF_1	byte_exact	-	byte_exact	-	1.89	67	67
BOJKAN_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	9.50	88	88
BOJPOI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.93	83	83
BOKREZ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.77	86	86
BOKYAC_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.94	96	96
BOLDOW_comp_0	failed	-	hard_fail	-	hard_fail	-	318.19	105	113
BOLGIU_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.53	76	76
BOLMUM_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.06	31	31
BOLNAT_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.10	69	69
BOLSAY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.82	126	126
BOLTIG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.00	88	88
BOMNOJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	67.37	178	178
BOMTAB_comp_0	success	UFF_1	structural	-	byte_exact	-	63.41	110	80
BONTEE_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.24	118	118
BOPZOX_comp_0	success	UFF_1	structural	-	byte_exact	-	58.55	105	105
BOQKEY_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	5.00	99	99
BOSRAE_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	27.73	122	122
BOSYUF_comp_0	success	UFF_1	key_equal	slot_renumber	key_equal	slot_renumber	8.10	102	102
BOTBIW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.91	66	66
BOTBUI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.75	63	63
BOTHAV_comp_4	success	UFF_1	byte_exact	-	byte_exact	-	3.09	89	89
BOVCEX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.08	72	72
BOVCOG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.75	100	100
BOVCOH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	9.34	195	195
BOVCUM_comp_0	success	UFF_1	structural	-	byte_exact	-	8.01	81	82
BOVGID_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.73	70	70
BOVTAI_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.67	50	50
BOXPAG_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	7.04	100	100
BOXXAO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.56	88	88
BOXYET_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.31	47	47
BOXYUJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.05	51	51
BOYKEH_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.08	92	92
BOYROX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	4.91	100	100
BOYXUK_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	3.82	150	150
BUCDEJ_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.84	87	87
BUCGOX_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.67	66	66
BUCRUO_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.15	90	90
BUCSID_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	22.38	103	103
BUDDOU_comp_0	success	UFF_1	byte_exact	-	key_equal	rdkit_canonical	1.41	52	52
BUFNUN_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	6.48	119	119
BUFTON_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	1.71	59	59
BUJFIW_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	8.07	94	94
BUJLUP_comp_0	success	UFF_1	byte_exact	-	byte_exact	-	2.58	83	83
